Image_Url	Number_of_columns	Number_of_rows	empty_cells_ratio	Is_coorelation	Is_caption_descriptive	Is_columns_descriptive	ratio_str_vs_int	is_cols_var_def	is_cols_model_results	Label
pngs\others\FirthD_2004_Is_Free_Information_Really_Free_-_Information_Supply_into_an_IT-Based_Organizational_Memory_System_ICIS-Table2-1.png	14	3	0.23809523809523808	0	1	0	3.2	0	0	others
pngs\others\FirthD_2004_Is_Free_Information_Really_Free_-_Information_Supply_into_an_IT-Based_Organizational_Memory_System_ICIS-Table4-1.png	4	3	0.0	0	0	0	100	1	0	others
pngs\others\FirthD_2004_Is_Free_Information_Really_Free_-_Information_Supply_into_an_IT-Based_Organizational_Memory_System_ICIS-Table3-1.png	4	3	0.0	0	0	0	100	0	0	others
pngs\others\FischerT#HevnerA#RiedlR_2019_Control_Portfolio_Adaptation_in_Scrum_-_Initial_Findings_from_a_Practitioner_Survey_ICIS-Table1-1.png	21	5	0.009523809523809525	0	1	0	104.0	0	0	others
pngs\Variable_def\FiskA#BerenteN#LyytinenK_2010_Boundary_Spanning_Competencies_and_Information_System_Development_Project_Success_ICIS-Table2-1.png	4	2	0.0	0	0	0	100	1	0	Variable_def
pngs\Descriptive_stats\FiskA#BerenteN#LyytinenK_2010_Boundary_Spanning_Competencies_and_Information_System_Development_Project_Success_ICIS-Table5-1.png	18	8	0.14583333333333334	0	0	1	5.857142857142857	0	0	Descriptive_stats
pngs\others\FiskA#BerenteN#LyytinenK_2010_Boundary_Spanning_Competencies_and_Information_System_Development_Project_Success_ICIS-Table4-1.png	9	10	0.32222222222222224	0	0	0	2.103448275862069	0	0	others
pngs\others\FiskA#BerenteN#LyytinenK_2010_Boundary_Spanning_Competencies_and_Information_System_Development_Project_Success_ICIS-Table3-1.png	8	3	0.041666666666666664	0	0	0	23.0	0	0	others
pngs\Variable_def\FiskA#BerenteN#LyytinenK_2010_Boundary_Spanning_Competencies_and_Information_System_Development_Project_Success_ICIS-Table1-1.png	5	3	0.06666666666666667	0	0	0	14.0	1	0	Variable_def
pngs\others\FitzgeraldB#HowcroftD_1998_Competing_Dichotomies_in_IS_Research_and_Possible_Strategies_for_Resolution_ICIS-Table2-1.png	3	4	0.0	0	0	0	100	0	0	others
pngs\others\FitzgeraldB#HowcroftD_1998_Competing_Dichotomies_in_IS_Research_and_Possible_Strategies_for_Resolution_ICIS-Table1-1.png	4	4	0.625	0	0	0	0.6	0	0	others
pngs\others\FitzgeraldB#HowcroftD_1998_Competing_Dichotomies_in_IS_Research_and_Possible_Strategies_for_Resolution_ICIS-Table3-1.png	7	2	0.0	0	0	0	100	0	0	others
pngs\Descriptive_stats\FoerdererJ#BenderM#HeinzlA_2018_Regulation_of_Digital_Platform_Ecosystems_-_Evidence_from_Russia's_Google_vs_Yandex_Ruling_ICIS-Table1-1.png	8	7	0.017857142857142856	0	1	1	6.0	0	0	Descriptive_stats
pngs\others\FoerdererJ#BenderM#HeinzlA_2018_Regulation_of_Digital_Platform_Ecosystems_-_Evidence_from_Russia's_Google_vs_Yandex_Ruling_ICIS-Table2-1.png	20	5	0.12	1	0	0	7.333333333333333	0	0	others
pngs\others\FoerdererJ#KudeT#SchuetzS#HeinzlA_2014_Control_versus_Generativity_-_A_Complex_Adaptive_Systems_Perspective_on_Service_Platforms_ICIS-Table2-1.png	6	3	0.05555555555555555	0	1	0	17.0	0	0	others
pngs\others\FoerdererJ#KudeT#SchuetzS#HeinzlA_2014_Control_versus_Generativity_-_A_Complex_Adaptive_Systems_Perspective_on_Service_Platforms_ICIS-Table1-1.png	9	3	0.0	0	0	0	100	0	0	others
pngs\others\FominV_2007_A_New_Theoretical_Framework_for_Artifact-Mediated_Regulation_ICIS-Table2-1.png	3	3	0.1111111111111111	0	0	0	8.0	0	0	others
pngs\others\FominV_2007_A_New_Theoretical_Framework_for_Artifact-Mediated_Regulation_ICIS-Table4-1.png	6	2	0.0	0	0	0	100	0	0	others
pngs\others\FominV_2007_A_New_Theoretical_Framework_for_Artifact-Mediated_Regulation_ICIS-Table5-1.png	3	2	0.0	0	0	0	100	0	0	others
pngs\others\FominV_2007_A_New_Theoretical_Framework_for_Artifact-Mediated_Regulation_ICIS-Table3-1.png	4	5	0.05	0	0	0	19.0	0	0	others
pngs\others\FominV_2007_A_New_Theoretical_Framework_for_Artifact-Mediated_Regulation_ICIS-Table1-1.png	4	3	0.08333333333333333	0	0	0	11.0	0	0	others
pngs\Descriptive_stats\FormanC#van_ZeebroeckN_2010_FROM_WIRES_TO_PARTNERS_-_HOW_THE_INTERNET_HAS_FOSTERED_R&D_COLLABORATIONS_AMONG_FIRMS_ICIS-Table1-1.png	9	5	0.0	0	1	1	100	0	0	Descriptive_stats
pngs\others\FormanC#van_ZeebroeckN_2010_FROM_WIRES_TO_PARTNERS_-_HOW_THE_INTERNET_HAS_FOSTERED_R&D_COLLABORATIONS_AMONG_FIRMS_ICIS-Table3-1.png	19	5	0.09473684210526316	0	0	0	9.555555555555555	0	0	others
pngs\others\FormanC#van_ZeebroeckN_2010_FROM_WIRES_TO_PARTNERS_-_HOW_THE_INTERNET_HAS_FOSTERED_R&D_COLLABORATIONS_AMONG_FIRMS_ICIS-Table2-1.png	21	6	0.11904761904761904	0	0	0	7.4	0	0	others
pngs\others\FormanC#van_ZeebroeckN_2010_FROM_WIRES_TO_PARTNERS_-_HOW_THE_INTERNET_HAS_FOSTERED_R&D_COLLABORATIONS_AMONG_FIRMS_ICIS-Table6-1.png	25	4	0.15	0	1	0	5.666666666666667	0	0	others
pngs\others\FormanC#van_ZeebroeckN_2010_FROM_WIRES_TO_PARTNERS_-_HOW_THE_INTERNET_HAS_FOSTERED_R&D_COLLABORATIONS_AMONG_FIRMS_ICIS-Table5-1.png	27	6	0.2037037037037037	0	0	0	3.909090909090909	0	0	others
pngs\others\FormanC#van_ZeebroeckN_2010_FROM_WIRES_TO_PARTNERS_-_HOW_THE_INTERNET_HAS_FOSTERED_R&D_COLLABORATIONS_AMONG_FIRMS_ICIS-Table4-1.png	19	5	0.042105263157894736	0	1	0	22.75	0	0	others
pngs\others\FormanC#van_ZeebroeckN_2010_FROM_WIRES_TO_PARTNERS_-_HOW_THE_INTERNET_HAS_FOSTERED_R&D_COLLABORATIONS_AMONG_FIRMS_ICIS-Table7-1.png	28	6	0.2261904761904762	0	0	0	3.4210526315789473	0	0	others
pngs\Variable_def\ForsgrenE#GrittE#AllenD_2018_Investigating_the_Influence_of_Social_Media_on_Police_Activities_ICIS-Table1-1.png	5	2	0.0	0	0	0	100	0	0	Variable_def
pngs\others\FowlerS#StylianouA#ReidS#MousaviR#ZhangD_2019_Predicting_Violent_Crime_with_Gang_Social_Media_Postings_ICIS-Table1-1.png	6	3	0.0	0	0	0	100	0	0	others
pngs\others\FrankeJ#WagnerH#WeitzelT_2005_The_Role_of_Information_Technology_Business_Alignment_in_Value_Creation_-_A_Multiple_Case_Study_among_German_Banks_ICIS-Table1-1.png	7	2	0.07142857142857142	0	0	0	13.0	0	0	others
pngs\others\FrankeJ#WagnerH#WeitzelT_2005_The_Role_of_Information_Technology_Business_Alignment_in_Value_Creation_-_A_Multiple_Case_Study_among_German_Banks_ICIS-Table4-1.png	13	6	0.01282051282051282	0	0	0	77.0	0	0	others
pngs\others\FrankeJ#WagnerH#WeitzelT_2005_The_Role_of_Information_Technology_Business_Alignment_in_Value_Creation_-_A_Multiple_Case_Study_among_German_Banks_ICIS-Table2-1.png	20	2	0.0	0	0	0	100	0	0	others
pngs\others\FrankeJ#WagnerH#WeitzelT_2005_The_Role_of_Information_Technology_Business_Alignment_in_Value_Creation_-_A_Multiple_Case_Study_among_German_Banks_ICIS-Table4-1.png	13	6	0.01282051282051282	0	0	0	77.0	0	0	others
pngs\others\FrankeJ#WagnerH#WeitzelT_2005_The_Role_of_Information_Technology_Business_Alignment_in_Value_Creation_-_A_Multiple_Case_Study_among_German_Banks_ICIS-Table3-1.png	8	6	0.0	0	0	0	100	0	0	others
pngs\Descriptive_stats\FreudeH#HegerO#NiehavesB_2019_Unveiling_Emotions_-_Attitudes_Toward_Affective_Technology_ICIS-Table2-1.png	8	2	0.0	0	1	0	100	0	0	Descriptive_stats
pngs\Variable_def\FreudeH#HegerO#NiehavesB_2019_Unveiling_Emotions_-_Attitudes_Toward_Affective_Technology_ICIS-Table1-1.png	7	3	0.0	0	0	1	100	1	0	Variable_def
pngs\others\FridgenG#MuellerH_2009_Risk-Cost_Valuation_of_Fixed_Price_IT_Outsourcing_in_a_Portfolio_Context_ICIS-Table1-1.png	5	3	0.13333333333333333	0	0	0	6.5	0	0	others
pngs\others\FuchsC#HessT_2018_Becoming_Agile_in_the_Digital_Transformation_-_The_Process_of_a_Large-Scale_Agile_Transformation_ICIS-Table2-1.png	6	3	0.05555555555555555	0	0	0	17.0	0	0	others
pngs\others\FuchsC#HessT_2018_Becoming_Agile_in_the_Digital_Transformation_-_The_Process_of_a_Large-Scale_Agile_Transformation_ICIS-Table3-1.png	4	3	0.0	0	0	1	100	0	0	others
pngs\others\FuchsC#HessT_2018_Becoming_Agile_in_the_Digital_Transformation_-_The_Process_of_a_Large-Scale_Agile_Transformation_ICIS-Table1-1.png	7	3	0.0	0	0	0	100	1	0	others
pngs\others\FuchsC#HessT_2018_Becoming_Agile_in_the_Digital_Transformation_-_The_Process_of_a_Large-Scale_Agile_Transformation_ICIS-Table4-1.png	4	2	0.0	0	1	0	100	0	0	others
pngs\others\GableG#SederaD#ChanT_2003_Enterprise_Systems_Success_-_A_Measurement_Model_ICIS-Table2-1.png	34	5	0.06470588235294118	0	1	0	14.454545454545455	0	0	others
pngs\others\GableG#SederaD#ChanT_2003_Enterprise_Systems_Success_-_A_Measurement_Model_ICIS-Table3-1.png	10	10	0.25	0	1	1	3.0	0	1	others
pngs\others\GableG#SederaD#ChanT_2003_Enterprise_Systems_Success_-_A_Measurement_Model_ICIS-Table1-1.png	8	4	0.0625	0	0	0	15.0	0	0	others
pngs\others\GableG#SederaD#ChanT_2003_Enterprise_Systems_Success_-_A_Measurement_Model_ICIS-Table4-1.png	6	5	0.03333333333333333	0	1	1	29.0	0	0	others
pngs\others\GableG#SederaD_2009_Formative_and_Reflective_Measurement_and_Validation_Mismatch_in_Survey_Research_-_An_Archival_Analysis_of_Information_Systems_Success_Constructs_ICIS-Table1-1.png	7	10	0.18571428571428572	0	0	0	4.384615384615385	0	0	others
pngs\others\GableG#SederaD_2009_Formative_and_Reflective_Measurement_and_Validation_Mismatch_in_Survey_Research_-_An_Archival_Analysis_of_Information_Systems_Success_Constructs_ICIS-Table2-1.png	48	13	0.0673076923076923	0	0	0	13.857142857142858	0	0	others
pngs\Model_results\GarimellaA#FanM#KothaS#YouW_2017_Launch_on_a_High_Note_-_How_Prefunding_Strategies_Affect_Crowdfunding_Outcomes_ICIS-Table5-1.png	16	5	0.4875	0	0	1	1.0512820512820513	0	1	Model_results
pngs\Descriptive_stats\GarimellaA#FanM#KothaS#YouW_2017_Launch_on_a_High_Note_-_How_Prefunding_Strategies_Affect_Crowdfunding_Outcomes_ICIS-Table4-1.png	7	7	0.20408163265306123	0	1	1	3.9	0	0	Descriptive_stats
pngs\Descriptive_stats\GarimellaA#FanM#KothaS#YouW_2017_Launch_on_a_High_Note_-_How_Prefunding_Strategies_Affect_Crowdfunding_Outcomes_ICIS-Table3-1.png	16	2	0.25	1	0	0	3.0	0	0	Descriptive_stats
pngs\Descriptive_stats\GarimellaA#FanM#KothaS#YouW_2017_Launch_on_a_High_Note_-_How_Prefunding_Strategies_Affect_Crowdfunding_Outcomes_ICIS-Table2-1.png	15	5	0.0	0	1	1	100	0	0	Descriptive_stats
pngs\Variable_def\GeelingS#BrownI#WeimannP_2017_Processes_of_Relating_-_Cultural_Implications_in_Information_Systems_Development_ICIS-Table1-1.png	3	2	0.0	0	0	0	100	0	0	Variable_def
pngs\Variable_def\GeelingS#BrownI#WeimannP_2017_Processes_of_Relating_-_Cultural_Implications_in_Information_Systems_Development_ICIS-Table2-1.png	8	3	0.0	0	0	0	100	1	0	Variable_def
pngs\Coorleation\GefenD#PavlouP_2006_The_Moderating_Role_of_Perceived_Regulatory_Effectiveness_of_Online_Marketplaces_on_the_Role_of_Trust_and_Risk_on_Transaction_Intentions_ICIS-Table2-1.png	7	9	0.23809523809523808	0	1	1	2.7058823529411766	0	0	Coorleation
pngs\Descriptive_stats\GengD#AbhishekV#LiB_2015_When_the_Bank_Comes_to_You_-_Branch_Network_and_Customer_Multi-Channel_Banking_Behavior_ICIS-Table1-1.png	17	7	0.09243697478991597	0	1	1	9.818181818181818	1	0	Descriptive_stats
pngs\Model_results\GevaT#Oestreicher-SingerG#EfronN#ShimshoniY_2013_Do_Customers_Speak_Their_Minds_-_Using_Forums_and_Search_for_Predicting_Sales_ICIS-Table4-1.png	11	5	0.0	0	1	1	100	0	1	Model_results
pngs\Variable_def\GhobadiS_2016_How_Far_We_Can_Go_-_A_Model_of_Online_Activism__Enabling_Dynamics__and_Social_Change_ICIS-Table1-1.png	6	2	0.0	0	1	0	100	1	0	Variable_def
pngs\Descriptive_stats\GhoseA#GoldfarbA#HanS_2011_How_Is_the_Mobile_Internet_Different_-_Search_Costs_and_Local_Activities_ICIS-Table1-1.png	14	5	0.17142857142857143	0	1	1	4.833333333333333	0	0	Descriptive_stats
pngs\Descriptive_stats\GhoseA#HanS_2012_ESTIMATING_DEMAND_FOR_MOBILE_APPLICATIONS_IN_THE_NEW_MOBILE_ECONOMY_ICIS-Table2-1.png	40	6	0.08333333333333333	0	0	1	11.0	0	0	Descriptive_stats
pngs\Descriptive_stats\GhoseA#IpeirotisP#LiB_2010_DESIGNING_RANKING_SYSTEMS_FOR_HOTELS_ON_TRAVEL_SEARCH_ENGINES_TO_ENHANCE_USER_EXPERIENCE_ICIS-Table2-1.png	24	6	0.0	0	1	1	100	1	0	Descriptive_stats
pngs\Descriptive_stats\GhoseA#IpeirotisP#LiB_2010_DESIGNING_RANKING_SYSTEMS_FOR_HOTELS_ON_TRAVEL_SEARCH_ENGINES_TO_ENHANCE_USER_EXPERIENCE_ICIS-Table3-1.png	33	5	0.03636363636363636	0	0	1	26.5	0	0	Descriptive_stats
pngs\Descriptive_stats\GhoseA#LiB#LiuS_2015_Digitizing_Offline_Shopping_Behavior_Towards_Mobile_Marketing_ICIS-Table3-1.png	30	2	0.0	0	1	1	100	0	0	Descriptive_stats
pngs\Descriptive_stats\GhoseA#LiB#LiuS_2015_Digitizing_Offline_Shopping_Behavior_Towards_Mobile_Marketing_ICIS-Table1-1.png	26	6	0.019230769230769232	0	1	1	51.0	1	0	Descriptive_stats
pngs\Descriptive_stats\GhoseA#SinghP#TodriV_2017_Examining_the_Advertising_Effectiveness_and_Annoyance_Dynamics_ICIS-Table1-1.png	8	3	0.0	0	1	0	100	0	0	Descriptive_stats
pngs\Variable_def\GierczakM#BretschneiderU#LeimeisterJ_2016_Woohoo_Tinkerbots!_The_Marketing_Effect_of_Crowdfunding_ICIS-Table3-1.png	11	4	0.0	0	0	1	100	1	0	Variable_def
pngs\Variable_def\GierczakM#BretschneiderU#LeimeisterJ_2016_Woohoo_Tinkerbots!_The_Marketing_Effect_of_Crowdfunding_ICIS-Table1-1.png	10	4	0.2	0	0	1	4.0	1	0	Variable_def
pngs\Descriptive_stats\GohK#ChuH#SohW_2009_Mobile_Advertising_-_An_Empirical_Study_of_Advertising_Response_and_Search_Behavior_ICIS-Table2-1.png	15	5	0.0	0	1	1	100	0	0	Descriptive_stats
pngs\Variable_def\GoonawardeneN#LeongC#TanH_2018_An_Action_Design_Research_of_a_Sensor-Based_Elderly_Monitoring_System_for_Aging-in-Place_ICIS-Table4-1.png	3	2	0.0	0	0	0	100	0	0	Variable_def
pngs\Coorleation\GoswamiS#RavichandranT#TeoH#KrcmarH_2012_Relational_Antecedents_of_Information_Visibility_in_Value_Networks_ICIS-Table3-1.png	13	14	0.36813186813186816	0	0	0	0.4796747967479675	0	0	Coorleation
pngs\Variable_def\GregoryR#MuntermannJ_2011_Theorizing_in_Design_Science_Research_-_Inductive_versus_Deductive_Approaches_ICIS-Table2-1.png	11	2	0.09090909090909091	0	0	1	10.0	1	0	Variable_def
pngs\Descriptive_stats\GuB#JarvenpaaS_2011_HOW_FORMAL_STRUCTURE_OF_ELECTRONIC_KNOWLEDGE_SHARING_NETWORKS_INFLUENCES_PARTICIPATION_BEHAVIOR_IN_A_GLOBAL_ENTERPRISE_ICIS-Table2-1.png	7	5	0.02857142857142857	0	0	1	34.0	0	0	Descriptive_stats
pngs\Descriptive_stats\GuB#JarvenpaaS_2011_HOW_FORMAL_STRUCTURE_OF_ELECTRONIC_KNOWLEDGE_SHARING_NETWORKS_INFLUENCES_PARTICIPATION_BEHAVIOR_IN_A_GLOBAL_ENTERPRISE_ICIS-Table3-1.png	22	5	0.11818181818181818	0	1	1	7.461538461538462	0	0	Descriptive_stats
pngs\Descriptive_stats\GuB#KonanaP#ChenH_2011_Consumer_Product_Consideration_and_Choice_at_Purchase_Time_at_Online_Retailers_ICIS-Table2-1.png	3	6	0.0	0	0	1	100	0	0	Descriptive_stats
pngs\Model_results\GubelaR#LessmannS#HauptJ#BaumannA#RadmerT#GebertF_2017_Revenue_Uplift_Modeling_ICIS-Table4-1.png	11	13	0.04895104895104895	0	1	1	19.428571428571427	0	1	Model_results
pngs\Model_results\GubelaR#LessmannS#HauptJ#BaumannA#RadmerT#GebertF_2017_Revenue_Uplift_Modeling_ICIS-Table3-1.png	21	13	0.06227106227106227	0	1	1	15.058823529411764	0	1	Model_results
pngs\Coorleation\GuoX#ZhaoY#JinY#ZhangN_2010_THEORIZING_A_TWO-SIDED_ADOPTION_MODEL_FOR_MOBILE_MARKETING_PLATFORMS_ICIS-Table2-1.png	16	12	0.2916666666666667	0	0	0	2.4285714285714284	0	0	Coorleation
pngs\Coorleation\GuoX#ZhaoY#JinY#ZhangN_2010_THEORIZING_A_TWO-SIDED_ADOPTION_MODEL_FOR_MOBILE_MARKETING_PLATFORMS_ICIS-Table3-1.png	14	10	0.2642857142857143	0	0	0	2.7837837837837838	0	0	Coorleation
pngs\Coorleation\GuoZ#XiaoL#ChanyoungS#LaiY_2012_Flow_experience_and_continuance_intention_toward_online_learning_-_An_integrated_framework_ICIS-Table1-1.png	16	17	0.3897058823529412	0	1	0	1.5660377358490567	0	0	Coorleation
pngs\Variable_def\Guvence-RodoperC#BenbasatI#CenfetelliR_2008_Adoption_of_B2B_Exchanges_-_Effects_of_IT-Mediated_Website_Services__Website_Functionality__Benefits__and_Costs_ICIS-Table2-1.png	7	2	0.0	0	0	1	100	1	0	Variable_def
pngs\Variable_def\Guvence-RodoperC#BenbasatI#CenfetelliR_2008_Adoption_of_B2B_Exchanges_-_Effects_of_IT-Mediated_Website_Services__Website_Functionality__Benefits__and_Costs_ICIS-Table3-1.png	9	2	0.0	0	0	1	100	1	0	Variable_def
pngs\Model_results\GweeY#HuiK#ChauP_2002_Determinants_of_Brand_Equity_in_E-Businesses_-_An_Exploratory_Study_ICIS-Table3-1.png	8	4	0.0625	0	0	0	15.0	0	0	Model_results
pngs\Descriptive_stats\GweeY#HuiK#ChauP_2002_Determinants_of_Brand_Equity_in_E-Businesses_-_An_Exploratory_Study_ICIS-Table2-1.png	8	4	0.0	0	0	1	100	0	0	Descriptive_stats
pngs\Descriptive_stats\GweeY#HuiK#ChauP_2002_Determinants_of_Brand_Equity_in_E-Businesses_-_An_Exploratory_Study_ICIS-Table1-1.png	8	2	0.0	0	1	1	100	0	0	Descriptive_stats
pngs\Variable_def\HaakerT#BouwmanH#FaberE_2004_Customer_and_Network_Value_of_Mobile_Services_-_Balancing_Requirements_and_Strategic_Interests_ICIS-Table5-1.png	5	3	0.0	0	1	1	100	1	0	Variable_def
pngs\Variable_def\HaakerT#BouwmanH#FaberE_2004_Customer_and_Network_Value_of_Mobile_Services_-_Balancing_Requirements_and_Strategic_Interests_ICIS-Table2-1.png	5	3	0.0	0	1	1	100	1	0	Variable_def
pngs\Variable_def\HaakerT#BouwmanH#FaberE_2004_Customer_and_Network_Value_of_Mobile_Services_-_Balancing_Requirements_and_Strategic_Interests_ICIS-Table4-1.png	5	3	0.0	0	1	1	100	1	0	Variable_def
pngs\Variable_def\HaakerT#BouwmanH#FaberE_2004_Customer_and_Network_Value_of_Mobile_Services_-_Balancing_Requirements_and_Strategic_Interests_ICIS-Table3-1.png	6	3	0.0	0	1	1	100	1	0	Variable_def
pngs\Coorleation\HahH#BharadwajA_2012_A_Multi-level_Analysis_of_the_Impact_of_Health_Information_Technology_on_Hospital_Performance_ICIS-Table2-1.png	15	16	0.4125	0	1	0	0.18226600985221675	0	0	Coorleation
pngs\Descriptive_stats\HahH#BharadwajA_2012_A_Multi-level_Analysis_of_the_Impact_of_Health_Information_Technology_on_Hospital_Performance_ICIS-Table3-1.png	10	5	0.04	0	0	0	3.5454545454545454	0	0	Descriptive_stats
pngs\Variable_def\HahnC#HuntgeburthJ#WinklerT#ZarnekowR_2016_Business_and_IT_Capabilities_for_Cloud_Platform_Success_ICIS-Table1-1.png	5	3	0.0	0	0	1	100	1	0	Variable_def
pngs\Variable_def\HahnC#HuntgeburthJ#WinklerT#ZarnekowR_2016_Business_and_IT_Capabilities_for_Cloud_Platform_Success_ICIS-Table3-1.png	18	3	0.018518518518518517	0	1	1	53.0	1	0	Variable_def
pngs\Model_results\HanS#HongJ#MoonJ#OhW_2015_The_Economics_of_All-You-Can-Read_Pricing_-_Tariff_Choice__Contract_Renewal__and_Switching_for_E-Book_Purchases_ICIS-Table4-1.png	17	6	0.09803921568627451	0	1	1	9.2	0	1	Model_results
pngs\Variable_def\HanS#HongJ#MoonJ#OhW_2015_The_Economics_of_All-You-Can-Read_Pricing_-_Tariff_Choice__Contract_Renewal__and_Switching_for_E-Book_Purchases_ICIS-Table1-1.png	10	2	0.0	0	1	1	100	0	0	Variable_def
pngs\Descriptive_stats\HanS#HongJ#MoonJ#OhW_2015_The_Economics_of_All-You-Can-Read_Pricing_-_Tariff_Choice__Contract_Renewal__and_Switching_for_E-Book_Purchases_ICIS-Table2-1.png	6	6	0.0	0	1	1	100	0	0	Descriptive_stats
pngs\Model_results\HanS#HongJ#MoonJ#OhW_2015_The_Economics_of_All-You-Can-Read_Pricing_-_Tariff_Choice__Contract_Renewal__and_Switching_for_E-Book_Purchases_ICIS-Table6-1.png	17	5	0.12941176470588237	0	0	1	6.7272727272727275	0	1	Model_results
pngs\Model_results\HanS#HongJ#MoonJ#OhW_2015_The_Economics_of_All-You-Can-Read_Pricing_-_Tariff_Choice__Contract_Renewal__and_Switching_for_E-Book_Purchases_ICIS-Table3-1.png	18	5	0.1111111111111111	0	0	1	8.0	0	1	Model_results
pngs\Variable_def\HansenS#LyytinenK#KharabeA_2015_A_Tale_of_Requirements_Computation_in_Two_Projects_-_A_Distributed_Cognition_View_ICIS-Table1-1.png	7	4	0.0	0	1	0	100	1	0	Variable_def
pngs\Variable_def\HansenS#LyytinenK#KharabeA_2015_A_Tale_of_Requirements_Computation_in_Two_Projects_-_A_Distributed_Cognition_View_ICIS-Table2-1.png	4	3	0.0	0	1	1	100	1	0	Variable_def
pngs\Variable_def\HansethO#BygstadB#EllingsenG#JohannessenL#LarsenE_2012_ICT_Standardization_Strategies_and_Service_Innovation_in_Health_Care_ICIS-Table2-1.png	4	3	0.0	0	0	1	100	1	0	Variable_def
pngs\Descriptive_stats\HanW#WangX_2019_Does_Home_Sharing_Impact_Crime_Rate_-_A_Tale_of_Two_Cities_ICIS-Table1-1.png	9	5	0.0	0	1	1	100	0	0	Descriptive_stats
pngs\Descriptive_stats\HarborthD#PapeS_2019_Investigating_Privacy_Concerns_Related_to_Mobile_Augmented_Reality_Applications_ICIS-Table2-1.png	11	4	0.06818181818181818	0	1	1	13.666666666666666	0	0	Descriptive_stats
pngs\Coorleation\HaS#KankanhalliA#KishanJ#HuangK_2016_Does_Social_Media_Marketing_Really_Work_for_Online_SMEs_-_-_An_Empirical_Study_ICIS-Table2-1.png	18	17	0.35294117647058826	0	1	0	0.0625	0	0	Coorleation
pngs\Model_results\HaS#KankanhalliA#KishanJ#HuangK_2016_Does_Social_Media_Marketing_Really_Work_for_Online_SMEs_-_-_An_Empirical_Study_ICIS-Table4-1.png	20	7	0.19285714285714287	0	0	1	4.185185185185185	0	1	Model_results
pngs\Model_results\HaS#KankanhalliA#KishanJ#HuangK_2016_Does_Social_Media_Marketing_Really_Work_for_Online_SMEs_-_-_An_Empirical_Study_ICIS-Table3-1.png	21	7	0.05442176870748299	0	0	1	17.375	0	1	Model_results
pngs\Variable_def\HaS#KankanhalliA#KishanJ#HuangK_2016_Does_Social_Media_Marketing_Really_Work_for_Online_SMEs_-_-_An_Empirical_Study_ICIS-Table1-1.png	21	3	0.07936507936507936	0	0	1	11.6	1	0	Variable_def
pngs\Coorleation\HealesJ_2000_Factors_Affecting_Information_Systems_Volatility_ICIS-Table6-1.png	9	5	0.3333333333333333	0	0	0	2.0	0	0	Coorleation
pngs\Descriptive_stats\HealesJ_2000_Factors_Affecting_Information_Systems_Volatility_ICIS-Table7-1.png	6	7	0.09523809523809523	0	0	1	9.5	0	0	Descriptive_stats
pngs\Variable_def\HerterichM#MikuszM_2016_Looking_for_a_Few_Good_Concepts_and_Theories_for_Digitized_Artifacts_and_Digital_Innovation_in_a_Material_World_ICIS-Table1-1.png	6	2	0.0	0	0	1	100	1	0	Variable_def
pngs\Variable_def\HerzogC#RichterA#SteinhueserM_2015_Towards_a_Framework_for_the_Evaluation_Design_of_Enterprise_Social_Software_ICIS-Table2-1.png	9	2	0.0	0	0	0	100	0	0	Variable_def
pngs\Coorleation\HindsP#MortensenM_2002_Understanding_Antecedents_to_Conflict_in_Geographically_Distributed_Research_and_Development_Teams_ICIS-Table1-1.png	9	10	0.3111111111111111	0	1	0	2.2142857142857144	0	0	Coorleation
pngs\Descriptive_stats\HoermannS#DongusK#SchermannM#KrcmarH_2012_Do_Vendors_Include_Transaction_Characteristics_in_Their_Risk_Estimation_-_An_Empirical_Analysis_of_ERP_Projects_ICIS-Table1-1.png	8	6	0.0	0	1	1	100	1	0	Descriptive_stats
pngs\Coorleation\HoermannS#DongusK#SchermannM#KrcmarH_2012_Do_Vendors_Include_Transaction_Characteristics_in_Their_Risk_Estimation_-_An_Empirical_Analysis_of_ERP_Projects_ICIS-Table4-1.png	8	7	0.26785714285714285	0	0	0	2.7333333333333334	0	0	Coorleation
pngs\Variable_def\HoermannS#DongusK#SchermannM#KrcmarH_2012_Do_Vendors_Include_Transaction_Characteristics_in_Their_Risk_Estimation_-_An_Empirical_Analysis_of_ERP_Projects_ICIS-Table5-1.png	3	3	0.0	0	0	1	100	1	0	Variable_def
pngs\Model_results\HoerndleinC#BenlianA#HessT_2012_Institutional_Influences_in_Individual-level_Innovation_Adoption_outside_Organizational_Contexts_-_A_Scale_Development_Study_ICIS-Table3-1.png	16	3	0.020833333333333332	0	0	1	47.0	0	1	Model_results
pngs\Model_results\HoerndleinC#BenlianA#HessT_2012_Institutional_Influences_in_Individual-level_Innovation_Adoption_outside_Organizational_Contexts_-_A_Scale_Development_Study_ICIS-Table5-1.png	7	4	0.0	0	0	1	100	0	1	Model_results
pngs\Variable_def\HolmstroemH#O'ConchuirE#AgerfalkP#FitzgeraldB_2006_The_Irish_Bridge_-_A_Case_Study_of_the_Dual_Role_in_Offshore_Sourcing_Relationships_ICIS-Table2-1.png	6	2	0.0	0	0	0	100	0	0	Variable_def
